"DRXFDCD"	"DRXFCSD"	"DRXFCLD"
27343510	"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES INCLUDING CARROTS"	"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and_or dark-green leafy; tomato-based sauce"
27343520	"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES EXCLUDING CARROTS"	"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27343910	"CHICKEN OR TURKEY CHOW MEIN OR CHOP SUEY WITH NOODLES"	"Chicken or turkey chow mein or chop suey with noodles"
27343950	"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES INCLUDING CARROTS"	"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and_or dark-green leafy; cheese sauce"
27343960	"CHICKEN OR TURKEY, NOODLES, AND VEGETABLES EXCLUDING CARROTS"	"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
27345010	"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B"	"Chicken or turkey, rice, and vegetables including carrots, broccoli, and_or dark-green leafy; no sauce"
27345020	"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B"	"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
27345210	"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B"	"Chicken or turkey, rice, and vegetables including carrots, broccoli, and_or dark-green leafy; gravy"
27345220	"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B"	"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27345230	"CHICKEN OR TURKEY, RICE, CORN, AND CHEESE, WITH GRAVY"	"Chicken or turkey, rice, corn, and cheese, with gravy"
27345310	"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B"	"Chicken or turkey, rice, and vegetables including carrots, broccoli, and_or dark-green leafy; soy-based sauce"
27345320	"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B"	"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce"
27345410	"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B"	"Chicken or turkey, rice, and vegetables including carrots, broccoli, and_or dark-green leafy; cream sauce, white sauce, or mushroom sauce"
27345420	"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B"	"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce"
27345440	"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B"	"Chicken or turkey, rice, and vegetables including carrots, broccoli, and_or dark-green leafy; cheese sauce"
27345450	"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B"	"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
27345510	"CHICKEN OR TURKEY, RICE, AND VEGETABLES INCLUDING CARROTS, B"	"Chicken or turkey, rice, and vegetables including carrots, broccoli, and_or dark-green leafy; tomato-based sauce"
27345520	"CHICKEN OR TURKEY, RICE, AND VEGETABLES EXCLUDING CARROTS, B"	"Chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27347100	"CHICKEN OR TURKEY POT PIE"	"Chicken or turkey pot pie"
27347200	"CHICKEN OR TURKEY, STUFFING, AND VEGETABLES INCLUDING CARROT"	"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and_or dark-green leafy; no sauce"
27347210	"CHICKEN OR TURKEY,STUFFING, AND VEGETABLES EXCLUDING CARROTS"	"Chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce"
27347220	"CHICKEN OR TURKEY, STUFFING, AND VEGETABLES INCLUDING CARROT"	"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and_or dark-green leafy; gravy"
27347230	"CHICKEN OR TURKEY, STUFFING, AND VEGETABLES EXCLUDING CARROT"	"Chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27347240	"CHICKEN OR TURKEY, DUMPLINGS, AND VEGETABLES INCLUDING CARRO"	"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and_or dark green leafy; gravy"
27347250	"CHICKEN OR TURKEY, DUMPLINGS, AND VEGETABLES EXCLUDING CARRO"	"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy"
27348100	"CHICKEN FRICASSEE, PUERTO RICAN STYLE"	"Chicken fricassee, Puerto Rican style"
27350020	"PAELLA WITH SEAFOOD"	"Paella with seafood"
27350030	"SEAFOOD STEW WITH POTATOES AND VEGETABLES EXCLUDING CARROTS,"	"Seafood stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27350050	"SHRIMP CHOW MEIN OR CHOP SUEY WITH NOODLES"	"Shrimp chow mein or chop suey with noodles"
27350060	"SHRIMP CREOLE, WITH RICE"	"Shrimp creole, with rice"
27350070	"TUNA POT PIE"	"Tuna pot pie"
27350080	"TUNA NOODLE CASSEROLE WITH VEGETABLES, CREAM OR WHITE SAUCE"	"Tuna noodle casserole with vegetables, cream or white sauce"
27350090	"FISH, NOODLES, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, A"	"Fish, noodles, and vegetables including carrots, broccoli, and_or dark green leafy; cheese sauce"
27350100	"FISH, NOODLES, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, A"	"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce"
27350110	"BOUILLABAISSE"	"Bouillabaisse"
27350200	"OYSTER PIE"	"Oyster pie"
27350310	"SEAFOOD STEW WITH POTATOES AND VEGETABLES INCLUDING CARROTS,"	"Seafood stew with potatoes and vegetables including carrots, broccoli, and_or dark-green leafy; tomato-based sauce"
27350410	"TUNA NOODLE CASSEROLE WITH VEGETABLES AND MUSHROOM SAUCE"	"Tuna noodle casserole with vegetables and mushroom sauce"
27351010	"CODFISH WITH STARCHY VEGETABLES, PUERTO RICAN STYLE"	"Codfish with starchy vegetables, Puerto Rican style"
27351030	"STEWED CODFISH, PUERTO RICAN STYLE"	"Stewed codfish, Puerto Rican style"
27351040	"BISCAYNE CODFISH, PUERTO RICAN STYLE"	"Biscayne codfish, Puerto Rican style"
27360000	"STEW, NFS"	"Stew, NFS"
27360010	"GOULASH, NFS"	"Goulash, NFS"
27360050	"MEAT PIE, NFS"	"Meat pie, NFS"
27360080	"CHOW MEIN OR CHOP SUEY, NS AS TO TYPE OF MEAT, WITH NOODLES"	"Chow mein or chop suey, NS as to type of meat, with noodles"
27360090	"PAELLA, NFS"	"Paella, NFS"
27360100	"BRUNSWICK STEW"	"Brunswick stew"
27360120	"CHOW MEIN OR CHOP SUEY, VARIOUS TYPES OF MEAT, WITH NOODLES"	"Chow mein or chop suey, various types of meat, with noodles"
27361010	"STEWED VARIETY MEATS, MOSTLY LIVER, PUERTO RICAN STYLE"	"Stewed variety meats, mostly liver, Puerto Rican style"
27362000	"STEWED TRIPE, WITH POTATOES, PUERTO RICAN STYLE"	"Stewed tripe, with potatoes, Puerto Rican style"
27363000	"GUMBO WITH RICE"	"Gumbo with rice"
27363100	"JAMBALAYA WITH MEAT AND RICE"	"Jambalaya with meat and rice"
27410210	"BEEF AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND_OR DARK"	"Beef and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, no sauce"
27410220	"BEEF AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-GR"	"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
27410250	"BEEF SHISH KABOB WITH VEGETABLES, EXCLUDING POTATOES"	"Beef shish kabob with vegetables, excluding potatoes"
27411100	"BEEF WITH VEGETABLES INCLUDING CARROTS, BROCCOLI, AND_OR DAR"	"Beef with vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, tomato-based sauce"
27411120	"SWISS STEAK"	"Swiss steak"
27411150	"BEEF ROLLS, STUFFED WITH VEGETABLES OR MEAT MIXTURE, TOMATO-"	"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce"
27411200	"BEEF WITH VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-G"	"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce"
27414100	"BEEF WITH VEGETABLES INCLUDING CARROTS, BROCCOLI, AND_OR DAR"	"Beef with vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, mushroom sauce"
27414200	"BEEF WITH VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-G"	"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce"
27415100	"BEEF AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND_OR DARK"	"Beef and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, soy-based sauce"
27415110	"BEEF AND BROCCOLI"	"Beef and broccoli"
27415120	"BEEF, TOFU, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND_"	"Beef, tofu, and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, soy-based sauce"
27415130	"SZECHUAN BEEF"	"Szechuan beef"
27415140	"HUNAN BEEF"	"Hunan beef"
27415150	"BEEF CHOW MEIN OR CHOP SUEY, NO NOODLES"	"Beef chow mein or chop suey, no noodles"
27415170	"KUNG PAO BEEF"	"Kung Pao beef"
27415200	"BEEF AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-GR"	"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce"
27415220	"BEEF, TOFU, AND VEGETABLES EXCLUDING CARROTS, BROCCOLI,  AND"	"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce"
27416100	"BEEF AND VEGETABLES, HAWAIIAN STYLE"	"Beef and vegetables, Hawaiian style"
27416150	"PEPPER STEAK"	"Pepper steak"
27416200	"BEEF, GROUND, WITH EGG AND ONION"	"Beef, ground, with egg and onion"
27416250	"BEEF SALAD"	"Beef salad"
27416300	"BEEF TACO FILLING: BEEF, CHEESE, TOMATO, TACO SAUCE"	"Beef taco filling: beef, cheese, tomato, taco sauce"
27416400	"STIR FRIED BEEF AND VEGETABLES IN SOY SAUCE"	"Stir fried beef and vegetables in soy sauce"
27416450	"BEEF AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND_OR DARK"	"Beef and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, gravy"
27416500	"BEEF AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-GR"	"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy"
27418110	"SEASONED SHREDDED SOUP MEAT"	"Seasoned shredded soup meat"
27418210	"BEEF STEW WITH VEGETABLES EXCLUDING POTATOES, PUERTO RICAN S"	"Beef stew with vegetables excluding potatoes, Puerto Rican style"
27418310	"CORNED BEEF WITH TOMATO SAUCE AND ONION, PUERTO RICAN STYLE"	"Corned beef with tomato sauce and onion, Puerto Rican style"
27418410	"BEEF STEAK WITH ONIONS, PUERTO RICAN STYLE"	"Beef steak with onions, Puerto Rican style"
27420010	"CABBAGE WITH HAM HOCKS"	"Cabbage with ham hocks"
27420020	"HAM OR PORK SALAD"	"Ham or pork salad"
27420040	"FRANKFURTERS OR HOT DOGS AND SAUERKRAUT"	"Frankfurters or hot dogs and sauerkraut"
27420060	"PORK AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND_OR DARK"	"Pork and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, no sauce"
27420080	"GREENS WITH HAM OR PORK"	"Greens with ham or pork"
27420100	"PORK, TOFU, AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND_"	"Pork, tofu, and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, soy-base sauce"
27420110	"PORK AND VEGETABLES, HAWAIIAN STYLE"	"Pork and vegetables, Hawaiian style"
27420120	"PORK AND WATERCRESS WITH SOY-BASED SAUCE"	"Pork and watercress with soy-based sauce"
27420150	"KUNG PAO PORK"	"Kung Pao pork"
27420160	"MOO SHU PORK, WITHOUT CHINESE PANCAKE"	"Moo Shu pork, without Chinese pancake"
27420170	"PORK AND ONIONS WITH SOY-BASED SAUCE"	"Pork and onions with soy-based sauce"
27420200	"PORK HASH"	"Pork hash"
27420250	"HAM AND VEGETABLES INCLUDING CARROTS BROCCOLI, AND_OR DARK-"	"Ham and vegetables including carrots broccoli, and_or dark- green leafy; no potatoes, no sauce"
27420270	"HAM AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-GRE"	"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
27420350	"PORK AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-GR"	"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
27420370	"PORK, TOFU, AND VEGETABLES, EXCLUDING CARROTS, BROCCOLI, AND"	"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce"
27420390	"PORK CHOW MEIN OR CHOP SUEY, NO NOODLES"	"Pork chow mein or chop suey, no noodles"
27420400	"PORK AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND_OR DARK"	"Pork and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, tomato-based sauce"
27420410	"PORK AND VEGETABLES EXCLUDING  CARROTS, BROCCOLI, AND DARK-G"	"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce"
27420450	"SAUSAGE AND VEGETABLES INCLUDING  CARROTS, BROCCOLI, AND_OR"	"Sausage and vegetables including  carrots, broccoli, and_or dark-green leafy; no potatoes, tomato-based sauce"
27420460	"SAUSAGE AND VEGETABLES, EXCLUDING CARROTS, BROCCOLI, AND DAR"	"Sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce"
27420470	"SAUSAGE AND PEPPERS, NO SAUCE"	"Sausage and peppers, no sauce"
27420500	"PORK AND VEGETABLES INCLUDING CARROTS, BROCCOLI, AND_OR DARK"	"Pork and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, soy-based sauce"
27420510	"PORK AND VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK- G"	"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce"
27420520	"PORK SHISH KABOB WITH VEGETABLES, EXCLUDING POTATOES"	"Pork shish kabob with vegetables, excluding potatoes"
27421010	"STUFFED CHRISTOPHINE, PUERTO RICAN STYLE"	"Stuffed christophine, Puerto Rican style"
27422010	"PORK CHOP STEWED WITH VEGETABLES, PUERTO RICAN STYLE"	"Pork chop stewed with vegetables, Puerto Rican style"
27430400	"LAMB OR MUTTON STEW WITH VEGETABLES INCLUDING CARROTS, BROCC"	"Lamb or mutton stew with vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, gravy"
27430410	"LAMB OR MUTTON STEW WITH VEGETABLES EXCLUDING CARROTS, BROCC"	"Lamb or mutton stew with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy"
27430500	"VEAL GOULASH WITH VEGETABLES EXCLUDING CARROTS, BROCCOLI, AN"	"Veal goulash with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce"
27430510	"VEAL GOULASH WITH VEGETABLES INCLUDING CARROTS, BROCCOLI, AN"	"Veal goulash with vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, tomato-based sauce"
27430580	"VEAL WITH VEGETABLES INCLUDING CARROTS, BROCCOLI, AND_OR DAR"	"Veal with vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, cream or white sauce"
27430590	"VEAL WITH VEGETABLES EXCLUDING CARROTS, BROCCOLI, AND DARK-G"	"Veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce"
27430610	"LAMB SHISH KABOB WITH VEGETABLES, EXCLUDING POTATOES"	"Lamb shish kabob with vegetables, excluding potatoes"
27440110	"CHICKEN OR TURKEY AND VEGETABLES INCLUDING CARROTS, BROCCOLI"	"Chicken or turkey and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, no sauce"
27440120	"CHICKEN OR TURKEY AND VEGETABLES EXCLUDING CARROTS, BROCCOLI"	"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
27440130	"CHICKEN OR TURKEY SHISH KABOB WITH VEGETABLES, EXCLUDING POT"	"Chicken or turkey shish kabob with vegetables, excluding potatoes"
27441120	"CHICKEN OR TURKEY CREOLE, WITHOUT RICE"	"Chicken or turkey creole, without rice"
27442110	"CHICKEN OR TURKEY AND VEGETABLES INCLUDING CARROTS, BROCCOLI"	"Chicken or turkey and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, gravy"
27442120	"CHICKEN OR TURKEY AND VEGETABLES EXCLUDING CARROTS, BROCCOLI"	"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy"
27443110	"CHICKEN OR TURKEY A LA KING WITH VEGETABLES INCLUDING CARROT"	"Chicken or turkey a la king with vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, cream, white, or soup-based sauce"
27443120	"CHICKEN OR TURKEY A LA KING WITH VEGETABLES EXCLUDING CARROR"	"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce"
27443150	"CHICKEN OR TURKEY DIVAN"	"Chicken or turkey divan"
27445110	"CHICKEN OR TURKEY AND VEGETABLES INCLUDING CARROTS, BROCCOLI"	"Chicken or turkey and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, soy-based sauce"
27445120	"CHICKEN OR TURKEY AND VEGETABLES EXCLUDING CARROTS, BROCCOLI"	"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce"
27445125	"CHICKEN OR TURKEY AND VEGETABLES INCLUDING CARROTS, BROCCOLI"	"Chicken or turkey and vegetables including carrots, broccoli, and_or dark-green leafy; no potatoes, tomato-based sauce"
27445130	"CHICKEN OR TURKEY AND VEGETABLES EXCLUDING CARROTS, BROCCOLI"	"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce"
27445150	"GENERAL TSO CHICKEN"	"General Tso chicken"
27445180	"MOO GOO GAI PAN"	"Moo Goo Gai Pan"
27445220	"KUNG PAO CHICKEN"	"Kung pao chicken"
27445250	"ALMOND CHICKEN"	"Almond chicken"
27446100	"CHICKEN OR TURKEY CHOW MEIN OR CHOP SUEY, NO NOODLES"	"Chicken or turkey chow mein or chop suey, no noodles"
27446200	"CHICKEN OR TURKEY SALAD, MADE WITH MAYONNAISE"	"Chicken or turkey salad, made with mayonnaise"
27446205	"CHICKEN OR TURKEY SALAD WITH NUTS AND_OR FRUITS"	"Chicken or turkey salad with nuts and_or fruits"
27446220	"CHICKEN OR TURKEY SALAD WITH EGG"	"Chicken or turkey salad with egg"
27446225	"CHICKEN OR TURKEY SALAD, MADE WITH LIGHT MAYONNAISE"	"Chicken or turkey salad, made with light mayonnaise"
27446230	"CHICKEN OR TURKEY SALAD, MADE WITH MAYONNAISE-TYPE SALAD DRE"	"Chicken or turkey salad, made with mayonnaise-type salad dressing"
27446235	"CHICKEN OR TURKEY SALAD, MADE WITH LIGHT MAYONNAISE-TYPE SAL"	"Chicken or turkey salad, made with light mayonnaise-type salad dressing"
27446240	"CHICKEN OR TURKEY SALAD, MADE WITH CREAMY DRESSING"	"Chicken or turkey salad, made with creamy dressing"
27446245	"CHICKEN OR TURKEY SALAD, MADE WITH LIGHT CREAMY DRESSING"	"Chicken or turkey salad, made with light creamy dressing"
27446250	"CHICKEN OR TURKEY SALAD, MADE WITH ITALIAN DRESSING"	"Chicken or turkey salad, made with Italian dressing"
27446255	"CHICKEN OR TURKEY SALAD, MADE WITH LIGHT ITALIAN DRESSING"	"Chicken or turkey salad, made with light Italian dressing"
27446260	"CHICKEN OR TURKEY SALAD, MADE WITH ANY TYPE OF FAT FREE DRES"	"Chicken or turkey salad, made with any type of fat free dressing"
27446300	"CHICKEN OR TURKEY GARDEN SALAD, CHICKEN AND_OR TURKEY, TOMAT"	"Chicken or turkey garden salad, chicken and_or turkey, tomato and_or carrots, other vegetables, no dressing"
27446310	"CHICKEN OR TURKEY GARDEN SALAD, CHICKEN AND_OR TURKEY, OTHER"	"Chicken or turkey garden salad, chicken and_or turkey, other vegetables excluding tomato and carrots, no dressing"
27446315	"CHICKEN OR TURKEY GARDEN SALAD WITH BACON AND CHEESE, CHICKE"	"Chicken or turkey garden salad with bacon and cheese, chicken and_or turkey, bacon, cheese, lettuce and_or greens, tomato and_or carrots, other vegetables, no dressing"
27446320	"CHICKEN OR TURKEY, BREADED, FRIED, GARDEN SALAD WITH BACON A"	"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and_or turkey, bacon, cheese, lettuce and_or greens, tomato and_or carrots, other vegetables, no dressing"
